INEGI,Estado,Municipio,2018,2019
13026,Hidalgo,Huazalingo,PRD,PRD
13027,Hidalgo,Huehuetla,PRI,PRI
13028,Hidalgo,Huejutla de Reyes,PES,PES
13029,Hidalgo,Huichapan,PRI,PRI
13030,Hidalgo,Ixmiquilpan,PAN,PAN
13031,Hidalgo,Jacala de Ledezma,PRD,PRD
13032,Hidalgo,Jaltocán,PRD,PRD
13033,Hidalgo,Juárez Hidalgo,PRD,PRD
13034,Hidalgo,Lolotla,PRI,PRI
13035,Hidalgo,Metepec,PRI_PVEM_PNA,PRI_PVEM_PNA
13036,Hidalgo,San Agustín Metzquititlán,PRI_PVEM_PNA,PRI_PVEM_PNA
13037,Hidalgo,Metztitlán,PRD,PRD
13038,Hidalgo,Mineral del Chico,PRD,PRD
13039,Hidalgo,Mineral del Monte,PNA,PNA
13040,Hidalgo,La Misión,PRD,PRD
13041,Hidalgo,Mixquiahuala de Juárez,PT,PT
13042,Hidalgo,Molango de Escamilla,PES,PES
13043,Hidalgo,Nicolás Flores,PAN,PAN
13044,Hidalgo,Nopala de Villagrán,PVEM,PVEM
13045,Hidalgo,Omitlán de Juárez,PVEM,PVEM
13046,Hidalgo,San Felipe Orizatlán,PAN,PAN
13047,Hidalgo,Pacula,PAN,PAN
13048,Hidalgo,Pachuca de Soto,PAN,PAN
13049,Hidalgo,Pisaflores,PAN,PAN
13050,Hidalgo,Progreso de Obregón,PRI,PRI
13051,Hidalgo,Mineral de la Reforma,PAN,PAN
13052,Hidalgo,San Agustín Tlaxiaca,PRI_PVEM_PNA,PRI_PVEM_PNA
13053,Hidalgo,San Bartolo Tutotepec,PRD,PRD
13054,Hidalgo,San Salvador,PRD,PRD
13055,Hidalgo,Santiago de Anaya,PRI,PRI
13056,Hidalgo,Santiago Tulantepec de Lugo Guerrero,PRI,PRI
13057,Hidalgo,Singuilucan,PRI_PVEM_PNA,PRI_PVEM_PNA
13058,Hidalgo,Tasquillo,PRD,PRD
13059,Hidalgo,Tecozautla,PAN,PAN
13060,Hidalgo,Tenango de Doria,PRI_PVEM_PNA,PRI_PVEM_PNA
13061,Hidalgo,Tepeapulco,MC,MC
13062,Hidalgo,Tepehuacán de Guerrero,PRI,PRI
13063,Hidalgo,Tepeji del Río de Ocampo,PNA,PNA
13064,Hidalgo,Tepetitlán,PAN,PAN
13065,Hidalgo,Tetepango,PT,PT
13066,Hidalgo,Villa de Tezontepec,PRI_PVEM_PNA,PRI_PVEM_PNA
13067,Hidalgo,Tezontepec de Aldama,MC,MC
13068,Hidalgo,Tianguistengo,PES,PES
13069,Hidalgo,Tizayuca,PRI,PRI
13070,Hidalgo,Tlahuelilpan,PT,PT
13071,Hidalgo,Tlahuiltepa,PNA,PNA
13072,Hidalgo,Tlanalapa,Independiente,Independiente
13073,Hidalgo,Tlanchinol,PAN,PAN
13074,Hidalgo,Tlaxcoapan,PAN,PAN
13075,Hidalgo,Tolcayuca,PNA,PNA
13076,Hidalgo,Tula de Allende,PRI_PVEM_PNA,PRI_PVEM_PNA
13077,Hidalgo,Tulancingo de Bravo,PRI_PVEM_PNA,PRI_PVEM_PNA
13078,Hidalgo,Xochiatipan,PAN,PAN
13079,Hidalgo,Xochicoatlán,PT,PT
13080,Hidalgo,Yahualica,PES,PES
13081,Hidalgo,Zacualtipán de Ángeles,MC,MC
13082,Hidalgo,Zapotlán de Juárez,PRD,PRD
13083,Hidalgo,Zempoala,PRI,PRI
13084,Hidalgo,Zimapán,PAN,PAN
14001,Jalisco,Acatic,PAN,PAN_PRD_MC
14002,Jalisco,Acatlán de Juárez,MC,MC
14003,Jalisco,Ahualulco de Mercado,PRI,PAN_PRD_MC
14004,Jalisco,Amacueca,PRI,PAN_PRD_MC
14005,Jalisco,Amatitán,PAN_PRD,PNA
14006,Jalisco,Ameca,PRI_PVEM,PAN_PRD_MC
14007,Jalisco,San Juanito de Escobedo,PRI,MC
14008,Jalisco,Arandas,PRI_PVEM,PAN_PRD_MC
14009,Jalisco,El Arenal,PAN,MC
14010,Jalisco,Atemajac de Brizuela,PAN_PRD,PNA
14011,Jalisco,Atengo,PRI,PAN_PRD_MC
14012,Jalisco,Atenguillo,MC,PAN_PRD_MC
14013,Jalisco,Atotonilco el Alto,PRI,PAN_PRD_MC
14014,Jalisco,Atoyac,PRI,PRI
14015,Jalisco,Autlán de Navarro,PRI_PVEM,PT_Morena_PES
14016,Jalisco,Ayotlán,PES,PT_Morena_PES
14017,Jalisco,Ayutla,PAN,MC
14018,Jalisco,La Barca,PRI_PVEM,PT_Morena_PES
14019,Jalisco,Bolaños,PRI,PAN_PRD_MC
14020,Jalisco,Cabo Corrientes,PRI,PRI
14021,Jalisco,Casimiro Castillo,PRI,MC
14022,Jalisco,Cihuatlán,MC,PRD
14023,Jalisco,Zapotlán el Grande,MC,MC
14024,Jalisco,Cocula,PRI_PVEM,Morena
14025,Jalisco,Colotlán,PAN,PAN_PRD_MC
14026,Jalisco,Concepción de Buenos Aires,PRI,PVEM
14027,Jalisco,Cuautitlán de García Barragán,PAN,PAN
14028,Jalisco,Cuautla,PAN,PAN
14029,Jalisco,Cuquío,PT,PT
14030,Jalisco,Chapala,PRI_PVEM,MC
14031,Jalisco,Chimaltitán,PAN,PRI
14032,Jalisco,Chiquilistlán,PRD,PRI
14033,Jalisco,Degollado,PAN,PRI
14034,Jalisco,Ejutla,PRI,PRD
14035,Jalisco,Encarnación de Díaz,PAN,PAN_PRD_MC
14036,Jalisco,Etzatlán,MC,MC
14037,Jalisco,El Grullo,PRI,PAN_PRD_MC
14038,Jalisco,Guachinango,PRI,PVEM
14039,Jalisco,Guadalajara,MC,MC
14040,Jalisco,Hostotipaquillo,PRI,PAN_PRD_MC
14041,Jalisco,Huejúcar,PRI,MC
14042,Jalisco,Huejuquilla el Alto,PAN,PAN
14043,Jalisco,La Huerta,PRI_PVEM,PAN_PRD_MC
14044,Jalisco,Ixtlahuacán de los Membrillos,PRI,PRI
14045,Jalisco,Ixtlahuacán del Río,PT,MC
14046,Jalisco,Jalostotitlán,PAN,PAN
14047,Jalisco,Jamay,PRI,PRI
14048,Jalisco,Jesús María,PRI,PAN
14049,Jalisco,Jilotlán de los Dolores,MC,PRI
14050,Jalisco,Jocotepec,MC,PAN_PRD_MC
14051,Jalisco,Juanacatlán,MC,MC
14052,Jalisco,Juchitlán,PRI,PAN_PRD_MC
14053,Jalisco,Lagos de Moreno,PRI_PVEM,PAN_PRD_MC
14054,Jalisco,El Limón,PRD,PT_Morena_PES
14055,Jalisco,Magdalena,PRI,PRI
14056,Jalisco,Santa María del Oro,PRI,PRI
14057,Jalisco,La Manzanilla de la Paz,PRI,PVEM
14058,Jalisco,Mascota,PRI_PVEM,MC
14059,Jalisco,Mazamitla,PRI_PVEM,PVEM
14060,Jalisco,Mexticacán,PRI,PAN
14061,Jalisco,Mezquitic,PRI,PAN
14062,Jalisco,Mixtlán,MC,MC
14063,Jalisco,Ocotlán,MC,MC
14064,Jalisco,Ojuelos de Jalisco,PRI_PVEM,PAN_PRD_MC
14065,Jalisco,Pihuamo,MC,PT_Morena_PES
14066,Jalisco,Poncitlán,PRI_PVEM,PAN_PRD_MC
14067,Jalisco,Puerto Vallarta,MC,MC
14068,Jalisco,Villa Purificación,PAN,MC
14069,Jalisco,Quitupan,PRI,PAN_PRD_MC
14070,Jalisco,El Salto,PRI,PAN_PRD_MC
14071,Jalisco,San Cristóbal de la Barranca,PAN,PAN
14072,Jalisco,San Diego de Alejandría,PRI,PAN_PRD_MC
14073,Jalisco,San Juan de los Lagos,PAN,PNA
14074,Jalisco,San Julián,PRI,MC
14075,Jalisco,San Marcos,PRI,PAN_PRD_MC
14076,Jalisco,San Martín de Bolaños,PAN,MC
14077,Jalisco,San Martín Hidalgo,MC,PAN_PRD_MC
14078,Jalisco,San Miguel el Alto,PAN,PAN_PRD_MC
14079,Jalisco,Gómez Farías,MC,PRI
14080,Jalisco,San Sebastián del Oeste,MC,PVEM
14081,Jalisco,Santa María de los Ángeles,PRI,PAN_PRD_MC
14082,Jalisco,Sayula,PRD,Independiente
14083,Jalisco,Tala,PRI_PVEM,PAN_PRD_MC
14084,Jalisco,Talpa de Allende,PRI_PVEM,PRI
14085,Jalisco,Tamazula de Gordiano,PRI_PVEM,PAN_PRD_MC
14086,Jalisco,Tapalpa,PRD,PAN_PRD_MC
14087,Jalisco,Tecalitlán,PRI,MC
14088,Jalisco,Tecolotlán,PAN,PRI
14089,Jalisco,Techaluta de Montenegro,MC,PAN_PRD_MC
14090,Jalisco,Tenamaxtlán,PAN,PAN_PRD_MC
14091,Jalisco,Teocaltiche,PAN,PAN_PRD_MC
14092,Jalisco,Teocuitatlán de Corona,PAN,PAN_PRD_MC
14093,Jalisco,Tepatitlán de Morelos,MC,MC
14094,Jalisco,Tequila,PRI_PVEM,PAN_PRD_MC
14095,Jalisco,Teuchitlán,PAN,Morena
14096,Jalisco,Tizapán el Alto,PRI,PRI
14097,Jalisco,Tlajomulco de Zúñiga,MC,MC
14098,Jalisco,Tlaquepaque,MC,PAN_PRD_MC
14099,Jalisco,Tolimán,PRI,PRI
14100,Jalisco,Tomatlán,PAN_PRD,MC
14101,Jalisco,Tonalá,PRI,PAN_PRD_MC
14102,Jalisco,Tonaya,PAN_PRD,PRI
14103,Jalisco,Tonila,PRI,MC
14104,Jalisco,Totatiche,PRI,PAN
14105,Jalisco,Tototlán,PRI,PAN_PRD_MC
14106,Jalisco,Tuxcacuesco,PRI,PRI
14107,Jalisco,Tuxcueca,MC,PRI
14108,Jalisco,Tuxpan,PNA,PNA
14109,Jalisco,Unión de San Antonio,PAN,PAN_PRD_MC
14110,Jalisco,Unión de Tula,PRI,PAN_PRD_MC
14111,Jalisco,Valle de Guadalupe,PRI,PAN
14112,Jalisco,Valle de Juárez,PAN,PAN
14113,Jalisco,San Gabriel,PRI,PAN_PRD_MC
14114,Jalisco,Villa Corona,Humanista,Independiente
14115,Jalisco,Villa Guerrero,PAN,PAN
14116,Jalisco,Villa Hidalgo,PRI,PAN_PRD_MC
14117,Jalisco,Cañadas de Obregón,PRI,PAN_PRD_MC
14118,Jalisco,Yahualica de González Gallo,PRI_PVEM,PRI
14119,Jalisco,Zacoalco de Torres,MC,PRI
14120,Jalisco,Zapopan,MC,MC
14121,Jalisco,Zapotiltic,PAN_PRD,PAN
14122,Jalisco,Zapotitlán de Vadillo,PRI,PAN_PRD_MC
14123,Jalisco,Zapotlán del Rey,PRD,PVEM
14124,Jalisco,Zapotlanejo,MC,MC
14125,Jalisco,San Ignacio Cerro Gordo,PRI,PRI
15001,Estado_de_Mexico,Acambay de Ruíz Castañeda,PRI,PT_Morena_PES
15002,Estado_de_Mexico,Acolman,PRI_PVEM_PNA,PT_Morena_PES
15003,Estado_de_Mexico,Aculco,PRI,PRI
15004,Estado_de_Mexico,Almoloya de Alquisiras,PRI_PVEM_PNA,PRI
15005,Estado_de_Mexico,Almoloya de Juárez,PRI,Morena
15006,Estado_de_Mexico,Almoloya del Río,PRI_PVEM_PNA,PAN_PRD_MC
15007,Estado_de_Mexico,Amanalco,PT,PT_Morena_PES
15008,Estado_de_Mexico,Amatepec,PRD,PAN_PRD_MC
15009,Estado_de_Mexico,Amecameca,PES,PVEM
15010,Estado_de_Mexico,Apaxco,PRI_PVEM_PNA,PAN
15011,Estado_de_Mexico,Atenco,PRI_PVEM_PNA,Morena
15012,Estado_de_Mexico,Atizapán,PRI,PT_Morena_PES
15013,Estado_de_Mexico,Atizapán de Zaragoza,PAN_PT,PT_Morena_PES
15014,Estado_de_Mexico,Atlacomulco,PRI_PVEM_PNA,PT_Morena_PES
15015,Estado_de_Mexico,Atlautla,PRI_PVEM_PNA,VR
15016,Estado_de_Mexico,Axapusco,PRI,PT_Morena_PES
15017,Estado_de_Mexico,Ayapango,PRI_PVEM_PNA,PAN_PRD_MC
15018,Estado_de_Mexico,Calimaya,PRI_PVEM_PNA,PAN_PRD_MC
15019,Estado_de_Mexico,Capulhuac,PRD,PNA
15020,Estado_de_Mexico,Coacalco de Berriozábal,PRI_PVEM_PNA,PT_Morena_PES
15021,Estado_de_Mexico,Coatepec Harinas,PRI_PVEM_PNA,PT_Morena_PES
15022,Estado_de_Mexico,Cocotitlán,PRD,PRD
15023,Estado_de_Mexico,Coyotepec,PAN,PT_Morena_PES
15024,Estado_de_Mexico,Cuautitlán,PRI_PVEM_PNA,PT_Morena_PES
15025,Estado_de_Mexico,Chalco,PRI_PVEM_PNA,PT_Morena_PES
15026,Estado_de_Mexico,Chapa de Mota,PAN_PT,PAN_PRD_MC
15027,Estado_de_Mexico,Chapultepec,PAN_PT,PRI
15028,Estado_de_Mexico,Chiautla,PRI_PVEM_PNA,Morena
15029,Estado_de_Mexico,Chicoloapan,PRI_PVEM_PNA,PT_Morena_PES
15030,Estado_de_Mexico,Chiconcuac,PRI_PVEM_PNA,PT_Morena_PES
15031,Estado_de_Mexico,Chimalhuacán,PRI_PVEM_PNA,PRI
15032,Estado_de_Mexico,Donato Guerra,PRD,PAN_PRD_MC
15033,Estado_de_Mexico,Ecatepec de Morelos,PRI_PVEM_PNA,PT_Morena_PES
15034,Estado_de_Mexico,Ecatzingo,PRI,PT_Morena_PES
15035,Estado_de_Mexico,Huehuetoca,PAN,PAN_PRD_MC
15036,Estado_de_Mexico,Hueypoxtla,PRI_PVEM_PNA,PRI
15037,Estado_de_Mexico,Huixquilucan,PAN,PAN_PRD_MC
15038,Estado_de_Mexico,Isidro Fabela,PRD,PRI
15039,Estado_de_Mexico,Ixtapaluca,PRI_PVEM_PNA,PRI
15040,Estado_de_Mexico,Ixtapan de la Sal,PRI_PVEM_PNA,PAN_PRD_MC
15041,Estado_de_Mexico,Ixtapan del Oro,PAN,PAN
15042,Estado_de_Mexico,Ixtlahuaca,PRI,PAN_PRD_MC
15043,Estado_de_Mexico,Xalatlaco,PAN_PT,PVEM
15044,Estado_de_Mexico,Jaltenco,PRI_PVEM_PNA,PT_Morena_PES
15045,Estado_de_Mexico,Jilotepec,PNA,PT_Morena_PES
15046,Estado_de_Mexico,Jilotzingo,PAN,PAN_PRD_MC
15047,Estado_de_Mexico,Jiquipilco,PRI,PRI
15048,Estado_de_Mexico,Jocotitlán,PRI_PVEM_PNA,PRI
15049,Estado_de_Mexico,Joquicingo,PRI_PVEM_PNA,PT_Morena_PES
15050,Estado_de_Mexico,Juchitepec,PRI_PVEM_PNA,PT_Morena_PES
15051,Estado_de_Mexico,Lerma,PRI_PVEM_PNA,PRI
15052,Estado_de_Mexico,Malinalco,PRI,PAN_PRD_MC
15053,Estado_de_Mexico,Melchor Ocampo,PAN_PT,PAN
15054,Estado_de_Mexico,Metepec,PRI_PVEM_PNA,PT_Morena_PES
15055,Estado_de_Mexico,Mexicaltzingo,PRI_PVEM_PNA,VR
15056,Estado_de_Mexico,Morelos,PRI,PAN_PRD_MC
15057,Estado_de_Mexico,Naucalpan de Juárez,PAN,PT_Morena_PES
15058,Estado_de_Mexico,Nezahualcóyotl,PRD,PAN_PRD_MC
15059,Estado_de_Mexico,Nextlalpan,PRD,Morena
15060,Estado_de_Mexico,Nicolás Romero,PRI_PVEM_PNA,PT_Morena_PES
15061,Estado_de_Mexico,Nopaltepec,PRI_PVEM_PNA,PAN_PRD_MC
15062,Estado_de_Mexico,Ocoyoacac,PRI_PVEM_PNA,PT_Morena_PES
15063,Estado_de_Mexico,Ocuilan,PRD,PAN_PRD_MC
15064,Estado_de_Mexico,El Oro,PRI,PRI
15065,Estado_de_Mexico,Otumba,PT,PAN_PRD_MC
15066,Estado_de_Mexico,Otzoloapan,PRI_PVEM_PNA,PT
15067,Estado_de_Mexico,Otzolotepec,PRI,PT_Morena_PES
15068,Estado_de_Mexico,Ozumba,PAN_PT,PT_Morena_PES
15069,Estado_de_Mexico,Papalotla,PRI_PVEM_PNA,PT_Morena_PES
15070,Estado_de_Mexico,La Paz,PRI_PVEM_PNA,PT_Morena_PES
15071,Estado_de_Mexico,Polotitlán,PRI_PVEM_PNA,PVEM
15072,Estado_de_Mexico,Rayón,PRI_PVEM_PNA,PT_Morena_PES
15073,Estado_de_Mexico,San Antonio la Isla,PAN,PRI
15074,Estado_de_Mexico,San Felipe del Progreso,PRI,PT_Morena_PES
15075,Estado_de_Mexico,San Martín de las Pirámides,PRI_PVEM_PNA,PAN_PRD_MC
15076,Estado_de_Mexico,San Mateo Atenco,PRI,PRI
15077,Estado_de_Mexico,San Simón de Guerrero,PRD,PAN_PRD_MC
15078,Estado_de_Mexico,Santo Tomás,PRI,PAN_PRD_MC
15079,Estado_de_Mexico,Soyaniquilpan de Juárez,PAN_PT,PAN_PRD_MC
15080,Estado_de_Mexico,Sultepec,PRI,PRI
15081,Estado_de_Mexico,Tecámac,PRI_PVEM_PNA,Morena
15082,Estado_de_Mexico,Tejupilco,PRI,PT_Morena_PES
15083,Estado_de_Mexico,Temamatla,PRI_PVEM_PNA,PNA
15084,Estado_de_Mexico,Temascalapa,PAN,PAN_PRD_MC
15085,Estado_de_Mexico,Temascalcingo,PRI_PVEM_PNA,Morena
15086,Estado_de_Mexico,Temascaltepec,PRI,PT_Morena_PES
15087,Estado_de_Mexico,Temoaya,PRI_PVEM_PNA,PT_Morena_PES
15088,Estado_de_Mexico,Tenancingo,PRI_PVEM_PNA,PT_Morena_PES
15089,Estado_de_Mexico,Tenango del Aire,PAN,PVEM
15090,Estado_de_Mexico,Tenango del Valle,PRI,PT_Morena_PES
15091,Estado_de_Mexico,Teoloyucan,PRI_PVEM_PNA,PT_Morena_PES
15092,Estado_de_Mexico,Teotihuacán,PRI_PVEM_PNA,PT_Morena_PES
15093,Estado_de_Mexico,Tepetlaoxtoc,PRI_PVEM_PNA,PT_Morena_PES
15094,Estado_de_Mexico,Tepetlixpa,PRI_PVEM_PNA,PVEM
15095,Estado_de_Mexico,Tepotzotlán,MC,PAN_PRD_MC
15096,Estado_de_Mexico,Tequixquiac,PRI_PVEM_PNA,PNA
15097,Estado_de_Mexico,Texcaltitlán,PRI,PRD
15098,Estado_de_Mexico,Texcalyacac,PRI,PRI
15099,Estado_de_Mexico,Texcoco,Morena,PT_Morena_PES
15100,Estado_de_Mexico,Tezoyuca,PRI_PVEM_PNA,PT_Morena_PES
15101,Estado_de_Mexico,Tianguistenco,PAN_PT,PT_Morena_PES
15102,Estado_de_Mexico,Timilpan,PRI,PRI
15103,Estado_de_Mexico,Tlalmanalco,PRI_PVEM_PNA,PT_Morena_PES
15104,Estado_de_Mexico,Tlalnepantla de Baz,PRI_PVEM_PNA,PT_Morena_PES
15105,Estado_de_Mexico,Tlatlaya,PRD,PAN_PRD_MC
15106,Estado_de_Mexico,Toluca,PRI_PVEM_PNA,PT_Morena_PES
15107,Estado_de_Mexico,Tonatico,PRI_PVEM_PNA,PAN
15108,Estado_de_Mexico,Tultepec,PRD,PAN_PRD_MC
15109,Estado_de_Mexico,Tultitlán,PRI_PVEM_PNA,PT_Morena_PES
15110,Estado_de_Mexico,Valle de Bravo,PRI_PVEM_PNA,PRI
15111,Estado_de_Mexico,Villa de Allende,PRD,PAN_PRD_MC
15112,Estado_de_Mexico,Villa del Carbón,PRI,PAN_PRD_MC
15113,Estado_de_Mexico,Villa Guerrero,PRD,PAN_PRD_MC
15114,Estado_de_Mexico,Villa Victoria,PRI_PVEM_PNA,PRI
15115,Estado_de_Mexico,Xonacatlán,PAN_PT,MC
15116,Estado_de_Mexico,Zacazonapan,PRD,PAN_PRD_MC
15117,Estado_de_Mexico,Zacualpan,PRI_PVEM_PNA,PNA
15118,Estado_de_Mexico,Zinacantepec,PRI,PT_Morena_PES
15119,Estado_de_Mexico,Zumpahuacán,PRI_PVEM_PNA,PT_Morena_PES
15120,Estado_de_Mexico,Zumpango,PRI,PT_Morena_PES
15121,Estado_de_Mexico,Cuautitlán Izcalli,PRI_PVEM_PNA,PT_Morena_PES
15122,Estado_de_Mexico,Valle de Chalco Solidaridad,PRD,PT_Morena_PES
15123,Estado_de_Mexico,Luvianos,PRD,PRI
15124,Estado_de_Mexico,San José del Rincón,PRI,PRI
15125,Estado_de_Mexico,Tonanitla,PT,PRI
16001,Michoacan,Acuitzio,PRD_PT,PT_Morena
16002,Michoacan,Aguililla,PRD_PT_PNA,PRI
16003,Michoacan,Álvaro Obregón,PT_PES,PRI
16004,Michoacan,Angamacutiro,PRD_PNA,PAN_PRD_MC
16005,Michoacan,Angangueo,PRI,PT_Morena
16006,Michoacan,Apatzingán,PRI_PVEM,PT_Morena
16007,Michoacan,Aporo,PAN,PT_Morena
16008,Michoacan,Aquila,PRD_PT_PNA,PVEM
16009,Michoacan,Ario,PRI,PAN_PRD_MC
16010,Michoacan,Arteaga,PRD_PT_PNA,PRD
16011,Michoacan,Briseñas,PT,PNA
16012,Michoacan,Buenavista,PRD_PNA,PT_Morena
16013,Michoacan,Carácuaro,PRI_PVEM,PRD_PVEM
16014,Michoacan,Coahuayana,PRD_PT,PNA
16015,Michoacan,Coalcomán de Vázquez Pallares,PRD_PT,PRI
16016,Michoacan,Coeneo,PRD_PNA,PAN_PRD_MC
16017,Michoacan,Contepec,PRI_PVEM,PRI
16018,Michoacan,Copándaro,PRI_PVEM,PAN_PRD_MC
16019,Michoacan,Cotija,PVEM,PT_Morena
16020,Michoacan,Cuitzeo,PRD_PNA,PNA
16021,Michoacan,Charapan,PT,PVEM
16022,Michoacan,Charo,PAN,PAN_PRD_MC
16023,Michoacan,Chavinda,PRI,PAN_PRD_MC
16024,Michoacan,Cherán,Usos y costumbres,Usos y costumbres
16025,Michoacan,Chilchota,PRI,PT_Morena
16026,Michoacan,Chinicuila,PRD_PT_PNA,PAN_PRD_MC
16027,Michoacan,Chucándiro,PRD_PT_PNA,PRI
16028,Michoacan,Churintzio,PRI_PVEM,PRD_PVEM
16029,Michoacan,Churumuco,PRI_PVEM,PRI
16030,Michoacan,Ecuandureo,PRI_PVEM,PAN_PRD_MC
16031,Michoacan,Epitacio Huerta,PRD_PT_PNA,PT_Morena
16032,Michoacan,Erongarícuaro,PRI_PVEM,PRI
16033,Michoacan,Gabriel Zamora,PRD_PT_PES,PAN_PRD_MC
16034,Michoacan,Hidalgo,PRI_PVEM,PT_Morena
16035,Michoacan,La Huacana,PRI_PVEM,PRI
16036,Michoacan,Huandacareo,PRD_PNA,PAN_MC
16037,Michoacan,Huaniqueo,PRD_PT,PRD_PVEM
16038,Michoacan,Huetamo,PRD,PAN_PRD_MC
16039,Michoacan,Huiramba,PRI_PVEM,PAN_PRD_MC
16040,Michoacan,Indaparapeo,PRI_PVEM,PAN_PRD_MC
16041,Michoacan,Irimbo,PRD_PNA_PES,PRI
16042,Michoacan,Ixtlán,PRD_PNA,PAN_PRD_MC
16043,Michoacan,Jacona,MC,PRI
16044,Michoacan,Jiménez,PRD,PRD_PVEM
16045,Michoacan,Jiquilpan,PRI,PT_Morena
16046,Michoacan,Juárez,MC,PVEM
16047,Michoacan,Jungapeo,PRD_PT_PNA,PAN_PRD_MC
16048,Michoacan,Lagunillas,PAN,PAN_PRD_MC
16049,Michoacan,Madero,PRD_PT,PNA
16050,Michoacan,Maravatío,PRD,PAN_PRD_MC
16051,Michoacan,Marcos Castellanos,PRI_PVEM,PRI
16052,Michoacan,Lázaro Cárdenas,PRI_PVEM,Morena
16053,Michoacan,Morelia,Independiente,PT_Morena
16054,Michoacan,Morelos,PRD_PES,PAN_PRD_MC
16055,Michoacan,Múgica,PRD,PRI
16056,Michoacan,Nahuatzen,PRD_PT_PAN_PNA_Humanista,PRD_PVEM
16057,Michoacan,Nocupétaro,PRD_PTPAN_PNA_PES,PRI
16058,Michoacan,Nuevo Parangaricutiro,PRI_PVEM,PAN_PRD_MC
16059,Michoacan,Nuevo Urecho,PRI,PAN_PRD
16060,Michoacan,Numarán,PAN,PAN
16061,Michoacan,Ocampo,PVEM,PT_Morena
16062,Michoacan,Pajacuarán,MC,PT_Morena
16063,Michoacan,Panindícuaro,PRD_PT_PNA_PES,PT_Morena
16064,Michoacan,Parácuaro,PRD_PT_PNA_PES,PT_Morena
16065,Michoacan,Paracho,PRD_PT,PVEM
16066,Michoacan,Pátzcuaro,PRD_PT,PT_Morena
16067,Michoacan,Penjamillo,PRD_PT_PNA,PRI
16068,Michoacan,Peribán,PAN,Independiente
16069,Michoacan,La Piedad,PRI_PVEM,PAN_PRD
16070,Michoacan,Purépero,PNA,PNA
16071,Michoacan,Puruándiro,PRI_PVEM,PAN_PRD_MC
16072,Michoacan,Queréndaro,PRI_PVEM,Independiente
16073,Michoacan,Quiroga,PRI,PAN_PRD_MC
16074,Michoacan,Cojumatlán de Régules,PRD_PT_PNA,PRD
16075,Michoacan,Los Reyes,PRD_PT_PNA,PAN_MC
16076,Michoacan,Sahuayo,PAN,PAN_PRD
16077,Michoacan,San Lucas,PRD_PNA,PRI
16078,Michoacan,Santa Ana Maya,PRI_PVEM,PAN_PRD_MC
16079,Michoacan,Salvador Escalante,PRD,PAN_PRD_MC
16080,Michoacan,Senguio,PRI,PRI
16081,Michoacan,Susupuato,PRI_PVEM,PRI
16082,Michoacan,Tacámbaro,PRI_PVEM,PAN_PRD_MC
16083,Michoacan,Tancítaro,PAN_PRI_PRD_PNA_Humanista_PES,PAN_MC
16084,Michoacan,Tangamandapio,PRI_PVEM,PAN_PRD_MC
16085,Michoacan,Tangancícuaro,PAN,PAN_PRD_MC
16086,Michoacan,Tanhuato,PRD_PT_PNA,Independiente
16087,Michoacan,Taretan,PAN,PAN_PRD_MC
16088,Michoacan,Tarímbaro,PT_PES,PT_Morena
16089,Michoacan,Tepalcatepec,PRD_PT_PNA,PRI
16090,Michoacan,Tingambato,PRD_PT_PNA,PAN_PRD_MC
16091,Michoacan,Tingüindín,PRD_PT_PNA_PES,PAN_MC
16092,Michoacan,Tiquicheo de Nicolás Romero,PRD_PT_PNA,PVEM
16093,Michoacan,Tlalpujahua,PRD,PNA
16094,Michoacan,Tlazazalca,PRI_PVEM,PAN_PRD_MC
16095,Michoacan,Tocumbo,PVEM,PRD_PVEM
16096,Michoacan,Tumbiscatío,PRI,PAN_PRD_MC
16097,Michoacan,Turicato,PRI_PVEM,PAN_PRD_MC
16098,Michoacan,Tuxpan,PRD_PT,PAN_PRD_MC
16099,Michoacan,Tuzantla,PRD_PT_PNA,PAN_PRD_MC
16100,Michoacan,Tzintzuntzan,PRD_PT_PNA,PRI
16101,Michoacan,Tzitzio,PRI,PAN_PRD_MC
16102,Michoacan,Uruapan,PRD_PT,PRD_PVEM
16103,Michoacan,Venustiano Carranza,PRD_PT_Humanista,MC
16104,Michoacan,Villamar,PRI_PVEM,PAN_PRD_MC
16105,Michoacan,Vista Hermosa,PVEM,PRI
16106,Michoacan,Yurécuaro,Morena,PNA
16107,Michoacan,Zacapu,MC,PRD_PVEM
16108,Michoacan,Zamora,PRI_PVEM,PT_Morena
16109,Michoacan,Zináparo,PRI_PVEM,PAN_PRD_MC
16110,Michoacan,Zinapécuaro,PRI,PAN_PRD_MC
16111,Michoacan,Ziracuaretiro,PRD_PT_PNA,PRI
16112,Michoacan,Zitácuaro,PRD_PT,PAN_PRD_MC
16113,Michoacan,José Sixto Verduzco,PRD,PVEM
17001,Morelos,Amacuzac,PRI_PVEM_PNA,PT_Morena_PES
17002,Morelos,Atlatlahucan,PAN,PT_Morena_PES
17003,Morelos,Axochiapan,PVEM,PT_Morena_PES
17004,Morelos,Ayala,PRI,PNA
17005,Morelos,Coatlán del Río,PAN,Independiente
17006,Morelos,Cuautla,PRD,PT_Morena_PES
17007,Morelos,Cuernavaca,PSD,PT_Morena_PES
17008,Morelos,Emiliano Zapata,PVEM,PVEM
17009,Morelos,Huitzilac,PNA,PT_Morena_PES
17010,Morelos,Jantetelco,Humanista,Humanista
